"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Gap","Movement","Max Profit","Max Loss"
"2024-07-10","13:15:00",5614.14,"4 Jul 10 5615 P STO 5.75 | 4 Jul 10 5610 P BTO 3.75",190,5633.91,"2024-07-10","16:00:00",0,0,"Expired",750.24,98.71578947368421,4,131073.32,1240,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.533,1,14.28,22.88,100,-31.58
"2024-07-05","13:15:00",5555.54,"4 Jul 5 5555 P STO 5.25 | 4 Jul 5 5550 P BTO 3.35",180,5567.19,"2024-07-05","16:00:00",0,0,"Expired",710.24,98.64444444444445,4,130323.08,1280,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.567,1,0.89,17.63,100,-2.78
"2024-07-02","13:15:00",5487.75,"3 Jul 2 5485 P STO 4.65 | 3 Jul 2 5480 P BTO 3.05",150,5509.01,"2024-07-02","16:00:00",0,0,"Expired",442.68,98.37333333333333,3,129612.84,1050,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.525,1,-13.25,25.91,100,-20
"2024-06-17","13:15:00",5462.11,"3 Jun 17 5460 P STO 5.15 | 3 Jun 17 5455 P BTO 3.55",150,5473.23,"2024-06-17","16:00:00",0,0,"Expired",442.68,98.37333333333333,3,129170.16,1050,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.451,1,-0.49,31,100,0
"2024-06-12","13:15:00",5436.84,"3 Jun 12 5430 P STO 12.70 | 3 Jun 12 5425 P BTO 10.90",170,5421.03,"2024-06-12","16:00:00",0,500,"Expired",-997.32,-195.5529411764706,3,128727.48,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.165,2.96,33.81,27.71,73.53,-194.12
"2024-06-07","13:15:00",5367.64,"3 Jun 7 5365 P STO 6.00 | 3 Jun 7 5360 P BTO 4.30",160,5346.99,"2024-06-07","16:00:00",0,500,"Expired",-1027.32,-214.025,3,129724.8,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.395,1.245,-9.15,23.83,34.38,-212.5
"2024-06-05","13:15:00",5337.05,"3 Jun 5 5335 P STO 5.95 | 3 Jun 5 5330 P BTO 4.30",155,5354.03,"2024-06-05","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,130752.12,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.384,1,23.14,22.57,100,-58.06
"2024-05-24","13:15:00",5304.8,"4 May 24 5305 P STO 5.95 | 4 May 24 5300 P BTO 4.05",180,5304.72,"2024-05-24","16:00:00",0,28,"Expired",598.24,83.08888888888889,4,130294.44,1280,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.469,29,13.61,23.35,84.44,-152.78
"2024-05-20","13:15:00",5321.64,"3 May 20 5320 P STO 3.45 | 3 May 20 5315 P BTO 2.05",130,5308.13,"2024-05-20","16:00:00",0,500,"Expired",-1117.32,-286.4923076923077,3,129696.2,1110,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.683,1.566,2.08,16.29,3.85,-284.62
"2024-05-15","13:15:00",5299.03,"4 May 15 5300 P STO 5.80 | 4 May 15 5295 P BTO 3.75",195,5308.15,"2024-05-15","16:00:00",0,0,"Expired",770.24,98.74871794871794,4,130813.52,1220,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.547,1,16.58,35.77,100,-33.33
"2024-05-09","13:15:00",5208.18,"3 May 9 5205 P STO 3.60 | 3 May 9 5200 P BTO 2.15",135,5214.08,"2024-05-09","16:00:00",0,0,"Expired",397.68,98.1925925925926,3,130043.28,1095,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.674,1,1.36,19.15,100,-66.67
"2024-05-06","13:15:00",5159.72,"4 May 6 5160 P STO 5.65 | 4 May 6 5155 P BTO 3.65",190,5180.74,"2024-05-06","16:00:00",0,0,"Expired",750.24,98.71578947368421,4,129645.6,1240,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.548,1,14.63,17.3,100,-15.79
"2024-04-26","13:15:00",5111.66,"4 Apr 26 5110 P STO 6.95 | 4 Apr 26 5105 P BTO 5.10",175,5099.96,"2024-04-26","16:00:00",0,500,"Expired",-1309.76,-187.10857142857142,4,128895.36,1300,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.363,2.255,36.23,27.01,22.86,-185.71
"2024-04-23","13:15:00",5064.21,"3 Apr 23 5060 P STO 6.70 | 3 Apr 23 5055 P BTO 5.00",160,5070.55,"2024-04-23","16:00:00",0,0,"Expired",472.68,98.475,3,130205.12,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.34,1,18.25,35.36,100,-12.5
"2024-04-05","13:15:00",5206.82,"3 Apr 5 5205 P STO 9.30 | 3 Apr 5 5200 P BTO 7.45",175,5204.34,"2024-04-05","16:00:00",0,66,"Expired",319.68,60.89142857142858,3,129732.44,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.248,11,11.74,47.87,68.57,-94.29
"2024-03-19","13:15:00",5166.61,"3 Mar 19 5165 P STO 5.60 | 3 Mar 19 5160 P BTO 3.75",175,5178.51,"2024-03-19","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,129412.76,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.493,1,-10.33,27.52,100,-17.14
"2024-03-07","13:15:00",5153.56,"3 Mar 7 5150 P STO 5.20 | 3 Mar 7 5145 P BTO 3.55",155,5157.36,"2024-03-07","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,128895.08,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.465,1,27.62,21.18,100,-25.81
"2024-03-01","13:15:00",5127.66,"3 Mar 1 5125 P STO 4.80 | 3 Mar 1 5120 P BTO 3.05",165,5137.08,"2024-03-01","16:00:00",0,0,"Expired",487.68,98.52121212121212,3,128437.4,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.574,1,2.24,29.15,100,-9.09
"2024-02-22","13:15:00",5070.78,"3 Feb 22 5070 P STO 6.00 | 3 Feb 22 5065 P BTO 4.15",175,5087.03,"2024-02-22","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,127949.72,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.446,1,57.03,31.95,100,-2.86
"2024-02-15","13:15:00",5019.98,"4 Feb 15 5020 P STO 7.20 | 4 Feb 15 5015 P BTO 5.20",190,5029.73,"2024-02-15","16:00:00",0,0,"Expired",750.24,98.71578947368421,4,127432.04,1240,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.385,1,2.52,16.84,100,0
"2024-02-12","13:15:00",5046.83,"3 Feb 12 5045 P STO 4.05 | 3 Feb 12 5040 P BTO 2.35",160,5021.84,"2024-02-12","16:00:00",0,500,"Expired",-1027.32,-214.025,3,126681.8,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.723,1.361,0.22,20,6.25,-212.5
"2024-02-07","13:15:00",4992.14,"3 Feb 7 4990 P STO 5.75 | 3 Feb 7 4985 P BTO 3.95",170,4995.06,"2024-02-07","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,127709.12,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.456,1,18.82,19.09,100,-11.76
"2024-02-02","13:15:00",4954.77,"3 Feb 2 4950 P STO 6.20 | 3 Feb 2 4945 P BTO 4.55",155,4958.61,"2024-02-02","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,127206.44,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.363,1,9.87,38.71,100,-32.26
"2024-01-19","13:15:00",4820.23,"4 Jan 19 4820 P STO 6.50 | 4 Jan 19 4815 P BTO 4.35",205,4839.81,"2024-01-19","16:00:00",0,0,"Expired",810.24,98.80975609756098,4,126748.76,1180,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.494,1,15.34,23.95,100,0
"2024-01-09","13:15:00",4760.35,"3 Jan 9 4760 P STO 5.05 | 3 Jan 9 4755 P BTO 3.15",180,4756.5,"2024-01-09","16:00:00",0,350,"Expired",-517.32,-95.80000000000001,3,125938.52,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.603,17,-21.61,18.42,13.89,-175
"2024-01-08","13:15:00",4731.68,"3 Jan 8 4730 P STO 4.45 | 3 Jan 8 4725 P BTO 2.80",155,4763.54,"2024-01-08","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,126455.84,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.589,1,6.46,27.98,100,-12.9
"2023-12-19","13:15:00",4758.88,"4 Dec 19 4760 P STO 4.75 | 4 Dec 19 4755 P BTO 2.65",200,4768.37,"2023-12-19","16:00:00",0,0,"Expired",790.24,98.78,4,125998.16,1200,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.792,1,3.16,15.16,100,-20
"2023-12-18","13:15:00",4743.6,"3 Dec 18 4740 P STO 2.95 | 3 Dec 18 4735 P BTO 1.55",130,4740.56,"2023-12-18","16:00:00",0,0,"Expired",382.68,98.12307692307692,3,125207.92,1110,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.903,2,6.39,18.02,100,-11.54
"2023-12-11","13:15:00",4613.27,"3 Dec 11 4610 P STO 2.65 | 3 Dec 11 4605 P BTO 1.40",115,4622.44,"2023-12-11","16:00:00",0,0,"Expired",337.68,97.87826086956521,3,124825.24,1155,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.893,1,-10.98,19.88,100,0
"2023-12-08","13:15:00",4595.96,"3 Dec 8 4595 P STO 4.20 | 3 Dec 8 4590 P BTO 2.40",170,4604.37,"2023-12-08","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,124487.56,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.75,1,-9.39,19.76,100,-32.35
"2023-12-07","13:15:00",4586.69,"3 Dec 7 4585 P STO 3.90 | 3 Dec 7 4580 P BTO 2.25",155,4585.59,"2023-12-07","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,123984.88,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.733,4,19.5,17.85,100,-54.84
"2023-12-01","13:15:00",4591.16,"3 Dec 1 4590 P STO 5.60 | 3 Dec 1 4585 P BTO 3.75",175,4594.63,"2023-12-01","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,123527.2,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.493,1,-8.37,31.73,100,-60
"2023-11-20","13:15:00",4542.29,"3 Nov 20 4540 P STO 3.35 | 3 Nov 20 4535 P BTO 1.85",140,4547.38,"2023-11-20","16:00:00",0,0,"Expired",412.68,98.25714285714285,3,123009.52,1080,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.811,1,-2.32,30.59,100,-28.57
"2023-11-14","13:15:00",4493.43,"3 Nov 14 4490 P STO 4.15 | 3 Nov 14 4485 P BTO 2.60",145,4495.7,"2023-11-14","16:00:00",0,0,"Expired",427.68,98.31724137931035,3,122596.84,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.596,1,47.42,34.46,100,-86.21
"2023-11-10","13:15:00",4392.87,"3 Nov 10 4390 P STO 4.30 | 3 Nov 10 4385 P BTO 2.75",145,4415.24,"2023-11-10","16:00:00",0,0,"Expired",427.68,98.31724137931035,3,122169.16,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.564,1,16.8,28.72,100,-20.69
"2023-11-07","13:15:00",4381.43,"3 Nov 7 4380 P STO 3.85 | 3 Nov 7 4375 P BTO 2.15",160,4378.38,"2023-11-07","16:00:00",0,162,"Expired",-13.32,-2.7750000000000004,3,121741.48,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.791,25,0.23,15.22,93.75,-156.25
"2023-11-03","13:15:00",4363.55,"3 Nov 3 4360 P STO 4.25 | 3 Nov 3 4355 P BTO 2.70",145,4358.34,"2023-11-03","16:00:00",0,166,"Expired",-70.32,-16.16551724137931,3,121754.8,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.574,29,16.45,29.32,93.1,-37.93
"2023-11-02","13:15:00",4307.71,"3 Nov 2 4305 P STO 4.40 | 3 Nov 2 4300 P BTO 2.80",150,4317.78,"2023-11-02","16:00:00",0,0,"Expired",442.68,98.37333333333333,3,121825.12,1050,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.571,1,30.4,39.45,100,-23.33
"2023-10-17","13:15:00",4377.5,"3 Oct 17 4375 P STO 6.05 | 3 Oct 17 4370 P BTO 4.25",170,4373.2,"2023-10-17","16:00:00",0,180,"Expired",-37.32,-7.317647058823528,3,121382.44,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.424,35,-28.4,32.27,2.94,-185.29
"2023-10-16","13:15:00",4379.21,"3 Oct 16 4375 P STO 5.10 | 3 Oct 16 4370 P BTO 3.55",145,4373.63,"2023-10-16","16:00:00",0,137,"Expired",16.68,3.8344827586206893,3,121419.76,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.437,44.5,14.59,36.84,93.1,-134.48
"2023-10-10","13:15:00",4362.94,"3 Oct 10 4360 P STO 7.20 | 3 Oct 10 4355 P BTO 5.50",160,4358.24,"2023-10-10","16:00:00",0,176,"Expired",-55.32,-11.525,3,121403.08,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.309,27,4.09,23.19,56.25,-50
"2023-10-09","13:15:00",4305.94,"4 Oct 9 4305 P STO 7.30 | 4 Oct 9 4300 P BTO 5.15",205,4335.66,"2023-10-09","16:00:00",0,0,"Expired",810.24,98.80975609756098,4,121458.4,1180,"SPX","*SPX--PCS--0DTE--Daily",9.76,1.417,1,-19.48,16.92,100,-2.44
"2023-10-06","13:15:00",4302.89,"3 Oct 6 4300 P STO 6.55 | 3 Oct 6 4295 P BTO 4.75",170,4308.5,"2023-10-06","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,120648.16,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.379,1,-23.4,68.1,100,-8.82
"2023-09-28","13:15:00",4305.27,"3 Sep 28 4305 P STO 8.20 | 3 Sep 28 4300 P BTO 6.15",195,4299.7,"2023-09-28","16:00:00",0,500,"Expired",-922.32,-157.66153846153844,3,120145.48,915,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.333,5.217,-4.86,35.62,61.54,-156.41
"2023-09-14","13:15:00",4506.19,"3 Sep 14 4505 P STO 4.00 | 3 Sep 14 4500 P BTO 2.45",145,4505.1,"2023-09-14","16:00:00",0,0,"Expired",427.68,98.31724137931035,3,121067.8,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.633,2,20.34,18.41,100,-68.97
"2023-08-30","13:15:00",4518.52,"3 Aug 30 4515 P STO 4.10 | 3 Aug 30 4510 P BTO 2.60",140,4514.87,"2023-08-30","16:00:00",0,13,"Expired",373.68,88.97142857142856,3,120640.12,1080,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.577,5,2.71,18.18,90.71,-135.71
"2023-08-29","13:15:00",4488.66,"3 Aug 29 4485 P STO 4.90 | 3 Aug 29 4480 P BTO 3.30",150,4497.63,"2023-08-29","16:00:00",0,0,"Expired",442.68,98.37333333333333,3,120266.44,1050,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.485,1,-0.56,55.91,100,-30
"2023-08-23","13:15:00",4433.01,"3 Aug 23 4430 P STO 3.95 | 3 Aug 23 4425 P BTO 2.55",130,4436.01,"2023-08-23","16:00:00",0,0,"Expired",382.68,98.12307692307692,3,119823.76,1110,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.549,1,8.89,36.57,100,-19.23
"2023-08-14","13:15:00",4483.75,"3 Aug 14 4480 P STO 4.30 | 3 Aug 14 4475 P BTO 2.75",145,4489.72,"2023-08-14","16:00:00",0,0,"Expired",427.68,98.31724137931035,3,119441.08,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.564,1,-5.92,25.62,100,-103.45
"2023-07-28","13:15:00",4580.97,"3 Jul 28 4580 P STO 5.35 | 3 Jul 28 4575 P BTO 3.55",170,4582.23,"2023-07-28","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,119013.4,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.507,1,28.34,15.22,100,-129.41
"2023-07-25","13:15:00",4571.98,"3 Jul 25 4570 P STO 3.45 | 3 Jul 25 4565 P BTO 1.85",150,4567.46,"2023-07-25","16:00:00",0,254,"Expired",-319.32,-70.96000000000001,3,118510.72,1050,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.865,35,0.55,16.79,86.67,-69.33
"2023-07-18","13:15:00",4547.02,"3 Jul 18 4545 P STO 3.65 | 3 Jul 18 4540 P BTO 2.00",155,4554.98,"2023-07-18","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,118830.04,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.825,1,-1.01,25.24,100,-32.26
"2023-06-30","13:15:00",4449.88,"3 Jun 30 4450 P STO 5.75 | 3 Jun 30 4445 P BTO 3.75",190,4450.38,"2023-06-30","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,118372.36,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.533,13,26,27.44,100,-10.53
"2023-06-29","13:15:00",4390.08,"3 Jun 29 4390 P STO 5.55 | 3 Jun 29 4385 P BTO 3.55",190,4396.44,"2023-06-29","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,117809.68,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.563,1,-1.92,15.14,100,-81.58
"2023-06-27","13:15:00",4367.3,"3 Jun 27 4365 P STO 3.90 | 3 Jun 27 4360 P BTO 2.35",145,4378.41,"2023-06-27","16:00:00",0,0,"Expired",427.68,98.31724137931035,3,117247,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.66,1,8.54,29.94,100,-10.34
"2023-06-15","13:15:00",4402.94,"3 Jun 15 4400 P STO 4.60 | 3 Jun 15 4395 P BTO 2.95",155,4425.84,"2023-06-15","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,116819.32,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.559,1,-7.26,37.61,100,-3.23
"2023-06-13","13:15:00",4369,"3 Jun 13 4365 P STO 3.80 | 3 Jun 13 4360 P BTO 2.25",145,4369.01,"2023-06-13","16:00:00",0,0,"Expired",427.68,98.31724137931035,3,116361.64,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.689,1,13.68,16.39,100,-144.83
"2023-06-08","13:15:00",4289.07,"3 Jun 8 4290 P STO 5.05 | 3 Jun 8 4285 P BTO 2.95",200,4293.93,"2023-06-08","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,115933.96,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.712,1,1.17,20.38,100,-85
"2023-06-02","13:15:00",4281.22,"3 Jun 2 4280 P STO 4.95 | 3 Jun 2 4275 P BTO 3.15",170,4282.37,"2023-06-02","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,115341.28,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.571,2,19.99,40.21,100,-29.41
"2023-06-01","13:15:00",4220.41,"3 Jun 1 4220 P STO 4.95 | 3 Jun 1 4215 P BTO 3.05",180,4221.02,"2023-06-01","16:00:00",0,0,"Expired",532.68,98.64444444444443,3,114838.6,960,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.623,3,3.2,37.38,100,-94.44
"2023-05-26","13:15:00",4203.97,"3 May 26 4200 P STO 4.80 | 3 May 26 4195 P BTO 3.25",145,4205.45,"2023-05-26","16:00:00",0,0,"Expired",427.68,98.31724137931035,3,114305.92,1065,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.477,1,4.88,47.81,100,-75.86
"2023-05-17","13:15:00",4154.73,"3 May 17 4155 P STO 6.70 | 3 May 17 4150 P BTO 4.55",205,4158.77,"2023-05-17","16:00:00",0,0,"Expired",607.68,98.80975609756096,3,113878.24,885,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.473,1,12.95,31.88,100,-29.27
"2023-05-15","13:15:00",4139.55,"3 May 15 4140 P STO 5.15 | 3 May 15 4135 P BTO 3.10",195,4136.28,"2023-05-15","16:00:00",0,372,"Expired",-538.32,-92.02051282051283,3,113270.56,915,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.661,28.333,2.57,12.9,2.56,-148.72
"2023-05-05","13:15:00",4123,"3 May 5 4120 P STO 5.05 | 3 May 5 4115 P BTO 3.35",160,4136.25,"2023-05-05","16:00:00",0,0,"Expired",472.68,98.475,3,113808.88,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.507,1,23.51,38.27,100,-15.62
"2023-05-01","13:15:00",4182.82,"3 May 1 4180 P STO 3.60 | 3 May 1 4175 P BTO 2.10",140,4167.87,"2023-05-01","16:00:00",0,500,"Expired",-1087.32,-258.8857142857143,3,113336.2,1080,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.714,1.686,-2.69,16.03,0,-257.14
"2023-04-28","13:15:00",4165.59,"3 Apr 28 4165 P STO 5.50 | 3 Apr 28 4160 P BTO 3.55",185,4169.48,"2023-04-28","16:00:00",0,0,"Expired",547.68,98.68108108108106,3,114423.52,945,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.549,1,-5.72,35.96,100,-108.11
"2023-04-27","13:15:00",4109.99,"3 Apr 27 4110 P STO 4.95 | 3 Apr 27 4105 P BTO 3.15",170,4135.35,"2023-04-27","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,113875.84,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.571,1,19.3,34.7,100,-8.82
"2023-04-19","13:15:00",4156.11,"3 Apr 19 4155 P STO 4.40 | 3 Apr 19 4150 P BTO 2.65",165,4154.52,"2023-04-19","16:00:00",0,48,"Expired",343.68,69.43030303030304,3,113373.16,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.66,13,-15.54,16.78,70.91,-115.15
"2023-04-13","13:15:00",4131.21,"3 Apr 13 4130 P STO 5.20 | 3 Apr 13 4125 P BTO 3.55",155,4146.22,"2023-04-13","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,113029.48,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.465,1,8.09,31.17,100,-12.9
"2023-03-31","13:15:00",4086.21,"3 Mar 31 4085 P STO 6.85 | 3 Mar 31 4080 P BTO 4.85",190,4109.31,"2023-03-31","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,112571.8,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.412,1,5.35,30.03,100,-28.95
"2023-03-29","13:15:00",4017.04,"3 Mar 29 4015 P STO 5.50 | 3 Mar 29 4010 P BTO 3.80",160,4027.81,"2023-03-29","16:00:00",0,0,"Expired",472.68,98.475,3,112009.12,1020,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.447,1,28.26,17.51,100,-87.5
"2023-03-23","13:15:00",3974.71,"3 Mar 23 3970 P STO 7.90 | 3 Mar 23 3965 P BTO 6.25",155,3948.72,"2023-03-23","16:00:00",0,500,"Expired",-1042.32,-224.1548387096774,3,111536.44,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.264,1.258,22.24,15.5,12.9,-222.58
"2023-03-20","13:15:00",3950.86,"3 Mar 20 3950 P STO 9.50 | 3 Mar 20 3945 P BTO 7.40",200,3951.57,"2023-03-20","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,112578.76,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.284,2,0.83,33.39,100,-97.5
"2023-03-16","13:15:00",3955.77,"3 Mar 16 3950 P STO 8.90 | 3 Mar 16 3945 P BTO 7.10",170,3960.28,"2023-03-16","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,111986.08,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.254,1,-13,76.84,100,-94.12
"2023-03-03","13:15:00",4035.99,"3 Mar 3 4035 P STO 6.60 | 3 Mar 3 4030 P BTO 4.55",195,4045.64,"2023-03-03","16:00:00",0,0,"Expired",577.68,98.74871794871794,3,111483.4,915,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.451,1,16.67,37.97,100,-33.33
"2023-02-28","13:15:00",3993.69,"3 Feb 28 3990 P STO 5.80 | 3 Feb 28 3985 P BTO 4.05",165,3970.15,"2023-02-28","16:00:00",0,500,"Expired",-1012.32,-204.50909090909093,3,110905.72,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.432,1.319,-5.05,16.5,21.21,-203.03
"2023-02-13","13:15:00",4127.67,"3 Feb 13 4125 P STO 6.25 | 3 Feb 13 4120 P BTO 4.40",175,4137.29,"2023-02-13","16:00:00",0,0,"Expired",517.68,98.60571428571427,3,111918.04,975,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.42,1,6.16,31.05,100,-42.86
"2023-02-07","13:15:00",4139.63,"3 Feb 7 4135 P STO 10.45 | 3 Feb 7 4130 P BTO 8.45",190,4164,"2023-02-07","16:00:00",0,0,"Expired",562.68,98.7157894736842,3,111400.36,930,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.237,1,-5.73,34.28,100,-152.63
"2023-02-02","13:15:00",4179.1,"3 Feb 2 4175 P STO 6.50 | 3 Feb 2 4170 P BTO 4.70",170,4179.76,"2023-02-02","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,110837.68,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.383,1,39.47,20.42,100,-167.65
"2023-01-31","13:15:00",4049.64,"3 Jan 31 4045 P STO 5.15 | 3 Jan 31 4040 P BTO 3.50",155,4076.6,"2023-01-31","16:00:00",0,0,"Expired",457.68,98.42580645161291,3,110335,1035,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.471,1,3.08,28.79,100,-29.03
"2023-01-27","13:15:00",4073.8,"3 Jan 27 4070 P STO 5.75 | 3 Jan 27 4065 P BTO 3.95",170,4070.56,"2023-01-27","16:00:00",0,0,"Expired",502.68,98.56470588235294,3,109877.32,990,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.456,5,-6.71,20.08,100,-26.47
"2023-01-24","13:15:00",4015.21,"3 Jan 24 4015 P STO 6.90 | 3 Jan 24 4010 P BTO 4.80",200,4016.95,"2023-01-24","16:00:00",0,0,"Expired",592.68,98.77999999999999,3,109374.64,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.438,1,-18.07,13.47,100,-110
"2023-01-23","13:15:00",4029.84,"3 Jan 23 4030 P STO 7.60 | 3 Jan 23 4025 P BTO 5.50",200,4019.81,"2023-01-23","16:00:00",0,500,"Expired",-907.32,-151.22,3,108781.96,900,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.382,2.055,5.53,51.7,47.5,-150
"2023-01-13","13:15:00",3979.78,"3 Jan 13 3980 P STO 6.95 | 3 Jan 13 3975 P BTO 4.70",215,3999.09,"2023-01-13","16:00:00",0,0,"Expired",637.68,98.86511627906975,3,109689.28,855,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.479,1,-22.57,19.18,100,-30.23
"2023-01-12","13:15:00",3994.07,"3 Jan 12 3990 P STO 5.90 | 3 Jan 12 3985 P BTO 4.15",165,3983.17,"2023-01-12","16:00:00",0,500,"Expired",-1012.32,-204.50909090909093,3,109051.6,1005,"SPX","*SPX--PCS--0DTE--Daily",7.32,1.422,4.724,7.96,16.5,9.09,-203.03
